market,business_unit,country,region,employee_id,date,Indicator,Indicator_value,currency,project
AMER,IT Services,Mexico,North America,,2024-04-20,Other Costs,"12,448.63",MXN,Project Horizon
APAC,IT Services,India,South Asia,EMP00273,2024-04-20,Wages Cost,"96,604.75",INR,Project Falcon
EMEA,Logistics,United Kingdom,Northern Europe,,2024-04-20,Other Costs,"1,251.52",GBP,Project Aurora
EMEA,Retail,France,Western Europe,EMP00299,2024-04-20,Revenue,"5,477.37",EUR,Project Nova
AMER,Logistics,United States,North America,EMP00320,2024-04-20,Revenue,"6,309.33",USD,Project Aurora
EMEA,IT Services,Germany,Western Europe,,2024-04-20,Other Costs,"7,298.03",EUR,Project Nova
EMEA,Retail,Portugal,Southern Europe,,2024-04-20,Other Costs,652.95,EUR,Project Zenith
AMER,E-commerce,United States,North America,EMP00138,2024-04-20,Wages Cost,"4,636.01",USD,Project Vega
AMER,Logistics,Mexico,North America,,2024-04-20,Other Costs,"7,190.38",MXN,Project Zenith
AMER,HR,Canada,North America,,2024-04-20,Other Costs,"3,604.41",CAD,Project Orion
EMEA,IT Services,Portugal,Southern Europe,EMP00294,2024-04-20,Wages Cost,"9,348.03",EUR,Project Nova
APAC,Logistics,India,South Asia,EMP00191,2024-04-20,Revenue,"503,289.80",INR,Project Orion
AMER,Retail,United States,North America,EMP00159,2024-04-20,Wages Cost,"3,673.58",USD,Project Vega
APAC,Logistics,India,South Asia,EMP00322,2024-04-20,Wages Cost,"101,838.16",INR,Project Vega
AMER,Retail,Mexico,North America,,2024-04-21,Other Costs,"10,632.08",MXN,Project Vega
EMEA,Retail,France,Western Europe,EMP00201,2024-04-21,Revenue,"7,292.23",EUR,Project Falcon
EMEA,Marketing,France,Western Europe,EMP00335,2024-04-21,Revenue,"10,882.33",EUR,Project Falcon
EMEA,HR,Netherlands,Western Europe,EMP00065,2024-04-21,Wages Cost,"18,274.72",EUR,Project Aurora
AMER,Logistics,Canada,North America,EMP00056,2024-04-21,Wages Cost,"6,389.09",CAD,Project Aurora
AMER,HR,United States,North America,EMP00136,2024-04-21,Wages Cost,"6,805.93",USD,Project Orion
AMER,E-commerce,Mexico,North America,EMP00238,2024-04-21,Wages Cost,"14,950.35",MXN,Project Nova
APAC,Retail,Australia,Oceania,EMP00317,2024-04-21,Revenue,"11,451.81",AUD,Project Horizon
EMEA,Finance,Germany,Western Europe,,2024-04-21,Other Costs,"1,019.10",EUR,Project Titan
EMEA,Wholesale,France,Western Europe,EMP00250,2024-04-21,Wages Cost,"13,025.93",EUR,Project Zenith
AMER,Retail,Argentina,South America,,2024-04-21,Other Costs,"260,755.79",ARS,Project Zenith
APAC,Marketing,India,South Asia,,2024-04-21,Other Costs,"36,076.41",INR,Project Horizon
EMEA,Retail,France,Western Europe,EMP00201,2024-04-21,Wages Cost,"4,427.11",EUR,Project Falcon
APAC,Retail,Singapore,Southeast Asia,EMP00125,2024-04-21,Revenue,"8,437.87",SGD,Project Titan
EMEA,Finance,Netherlands,Western Europe,EMP00041,2024-04-21,Wages Cost,"2,102.22",EUR,Project Vega
AMER,Marketing,Mexico,North America,EMP00157,2024-04-21,Revenue,"219,092.80",MXN,Project Atlas
EMEA,Finance,Netherlands,Western Europe,EMP00337,2024-04-21,Wages Cost,"11,258.21",EUR,Project Falcon
AMER,Retail,Mexico,North America,EMP00102,2024-04-21,Revenue,"142,126.16",MXN,Project Vega
EMEA,Retail,Portugal,Southern Europe,EMP00265,2024-04-21,Wages Cost,"1,601.19",EUR,Project Zenith
EMEA,IT Services,Germany,Western Europe,,2024-04-21,Other Costs,"2,566.41",EUR,Project Nimbus
EMEA,Wholesale,France,Western Europe,EMP00094,2024-04-21,Revenue,"4,294.86",EUR,Project Vega
AMER,Retail,United States,North America,,2024-04-21,Other Costs,"2,563.78",USD,Project Orion
AMER,Wholesale,Canada,North America,,2024-04-21,Other Costs,"1,732.05",CAD,Project Zenith
APAC,IT Services,India,South Asia,EMP00273,2024-04-21,Revenue,"1,994,245.56",INR,Project Falcon
EMEA,IT Services,Spain,Southern Europe,,2024-04-22,Other Costs,444.22,EUR,Project Atlas
AMER,Marketing,Mexico,North America,EMP00215,2024-04-22,Wages Cost,"20,602.98",MXN,Project Zenith
APAC,Retail,Japan,East Asia,EMP00086,2024-04-22,Wages Cost,"503,392.05",JPY,Project Falcon
AMER,Wholesale,United States,North America,EMP00281,2024-04-22,Wages Cost,"4,929.37",USD,Project Falcon
APAC,Marketing,China,East Asia,EMP00301,2024-04-22,Revenue,"65,942.27",CNY,Project Vega
APAC,Retail,India,South Asia,EMP00214,2024-04-22,Revenue,"378,643.32",INR,Project Orion
APAC,Marketing,China,East Asia,EMP00286,2024-04-22,Revenue,"76,761.57",CNY,Project Nimbus
EMEA,IT Services,Italy,Southern Europe,EMP00246,2024-04-22,Revenue,"14,919.59",EUR,Project Zenith
AMER,IT Services,Argentina,South America,EMP00098,2024-04-22,Wages Cost,"787,242.71",ARS,Project Atlas
AMER,Wholesale,United States,North America,EMP00213,2024-04-22,Wages Cost,"7,365.97",USD,Project Horizon
AMER,Marketing,Mexico,North America,EMP00155,2024-04-22,Wages Cost,"24,700.90",MXN,Project Vega
EMEA,IT Services,Italy,Southern Europe,EMP00284,2024-04-22,Wages Cost,"3,664.14",EUR,Project Falcon
EMEA,IT Services,Netherlands,Western Europe,EMP00223,2024-04-22,Revenue,"16,872.11",EUR,Project Titan
EMEA,E-commerce,United Kingdom,Northern Europe,EMP00174,2024-04-22,Wages Cost,"1,856.89",GBP,Project Aurora
APAC,E-commerce,Australia,Oceania,EMP00257,2024-04-22,Revenue,"21,460.10",AUD,Project Vega
EMEA,Finance,Netherlands,Western Europe,,2024-04-22,Other Costs,"3,551.54",EUR,Project Falcon
AMER,Wholesale,Mexico,North America,EMP00106,2024-04-22,Wages Cost,"14,245.06",MXN,Project Nova
EMEA,IT Services,Italy,Southern Europe,EMP00284,2024-04-22,Revenue,"25,785.39",EUR,Project Falcon
APAC,Retail,Australia,Oceania,EMP00236,2024-04-22,Wages Cost,"5,151.84",AUD,Project Zenith
EMEA,Logistics,Germany,Western Europe,EMP00287,2024-04-22,Wages Cost,"5,764.94",EUR,Project Aurora
AMER,Marketing,Mexico,North America,,2024-04-23,Other Costs,"8,817.84",MXN,Project Orion
AMER,Retail,Argentina,South America,EMP00005,2024-04-23,Wages Cost,"771,196.44",ARS,Project Zenith
EMEA,HR,France,Western Europe,EMP00173,2024-04-23,Wages Cost,"5,678.15",EUR,Project Aurora
EMEA,E-commerce,France,Western Europe,EMP00036,2024-04-23,Revenue,"10,553.47",EUR,Project Nimbus
APAC,Logistics,China,East Asia,EMP00117,2024-04-23,Revenue,"63,903.22",CNY,Project Horizon
AMER,HR,Canada,North America,EMP00271,2024-04-23,Wages Cost,"10,047.14",CAD,Project Aurora
APAC,Finance,Japan,East Asia,,2024-04-23,Other Costs,"143,147.74",JPY,Project Nimbus
AMER,Retail,United States,North America,,2024-04-23,Other Costs,"1,806.34",USD,Project Zenith
AMER,HR,Mexico,North America,,2024-04-23,Other Costs,"6,085.26",MXN,Project Orion
AMER,Marketing,United States,North America,,2024-04-23,Other Costs,"2,235.73",USD,Project Aurora
EMEA,Marketing,Germany,Western Europe,EMP00011,2024-04-23,Wages Cost,"27,732.93",EUR,Project Falcon
AMER,Wholesale,United States,North America,,2024-04-23,Other Costs,"1,510.59",USD,Project Falcon
APAC,Retail,Australia,Oceania,,2024-04-23,Other Costs,687.61,AUD,Project Titan
AMER,Retail,Canada,North America,EMP00314,2024-04-23,Revenue,"10,073.54",CAD,Project Atlas
AMER,Finance,Mexico,North America,,2024-04-23,Other Costs,"10,374.53",MXN,Project Aurora
AMER,Retail,United States,North America,EMP00159,2024-04-23,Revenue,"6,119.86",USD,Project Vega
EMEA,E-commerce,United Kingdom,Northern Europe,EMP00126,2024-04-23,Wages Cost,"6,198.98",GBP,Project Vega
AMER,Marketing,Mexico,North America,EMP00215,2024-04-23,Revenue,"190,248.34",MXN,Project Zenith
EMEA,Marketing,France,Western Europe,EMP00335,2024-04-23,Wages Cost,"6,479.63",EUR,Project Falcon
AMER,HR,Canada,North America,,2024-04-23,Other Costs,"1,975.20",CAD,Project Titan
APAC,E-commerce,Australia,Oceania,EMP00013,2024-04-23,Revenue,"8,999.88",AUD,Project Atlas
EMEA,Retail,United Kingdom,Northern Europe,EMP00330,2024-04-23,Wages Cost,"2,905.22",GBP,Project Nimbus
APAC,Logistics,India,South Asia,EMP00191,2024-04-23,Wages Cost,"46,424.99",INR,Project Orion
APAC,Marketing,Australia,Oceania,EMP00063,2024-04-24,Wages Cost,"4,971.90",AUD,Project Falcon
APAC,E-commerce,Australia,Oceania,EMP00257,2024-04-24,Wages Cost,"16,171.51",AUD,Project Vega
EMEA,E-commerce,Netherlands,Western Europe,EMP00187,2024-04-24,Revenue,"14,502.99",EUR,Project Orion
APAC,Logistics,India,South Asia,EMP00202,2024-04-24,Wages Cost,"102,495.32",INR,Project Atlas
EMEA,Retail,Spain,Southern Europe,EMP00029,2024-04-24,Wages Cost,"7,531.29",EUR,Project Nimbus
EMEA,Finance,Portugal,Southern Europe,EMP00172,2024-04-24,Wages Cost,"2,467.11",EUR,Project Zenith
EMEA,E-commerce,France,Western Europe,,2024-04-24,Other Costs,"3,786.10",EUR,Project Nimbus
APAC,E-commerce,Australia,Oceania,,2024-04-24,Other Costs,"1,266.14",AUD,Project Atlas
AMER,Retail,Brazil,South America,,2024-04-24,Other Costs,"2,462.18",BRL,Project Zenith
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-04-24,Wages Cost,"14,009.20",EUR,Project Horizon
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-04-24,Other Costs,"1,025.42",GBP,Project Nimbus
AMER,IT Services,Argentina,South America,EMP00239,2024-04-24,Wages Cost,"1,271,500.95",ARS,Project Vega
EMEA,Logistics,Netherlands,Western Europe,EMP00326,2024-04-24,Revenue,"8,527.85",EUR,Project Falcon
APAC,Logistics,Singapore,Southeast Asia,EMP00200,2024-04-24,Revenue,"9,846.58",SGD,Project Vega
APAC,E-commerce,Japan,East Asia,EMP00020,2024-04-24,Wages Cost,"1,751,348.85",JPY,Project Horizon
EMEA,Logistics,Netherlands,Western Europe,,2024-04-25,Other Costs,"2,330.87",EUR,Project Falcon
EMEA,Retail,France,Western Europe,EMP00340,2024-04-25,Revenue,"5,333.49",EUR,Project Nova
AMER,Finance,Brazil,South America,,2024-04-25,Other Costs,"7,952.09",BRL,Project Vega
APAC,Retail,Australia,Oceania,,2024-04-25,Other Costs,"2,340.97",AUD,Project Vega
EMEA,Finance,Germany,Western Europe,,2024-04-25,Other Costs,"7,004.96",EUR,Project Falcon
EMEA,Retail,France,Western Europe,EMP00299,2024-04-25,Wages Cost,"6,318.27",EUR,Project Nova
EMEA,IT Services,Germany,Western Europe,EMP00103,2024-04-25,Wages Cost,"17,178.28",EUR,Project Nova
EMEA,IT Services,Germany,Western Europe,EMP00064,2024-04-25,Revenue,"24,643.43",EUR,Project Nimbus
AMER,Marketing,Brazil,South America,EMP00031,2024-04-25,Wages Cost,"18,663.33",BRL,Project Nimbus
EMEA,Wholesale,Germany,Western Europe,EMP00184,2024-04-25,Revenue,"4,421.76",EUR,Project Falcon
EMEA,Retail,France,Western Europe,EMP00307,2024-04-25,Wages Cost,"2,598.25",EUR,Project Horizon
EMEA,Marketing,France,Western Europe,,2024-04-25,Other Costs,"2,575.98",EUR,Project Zenith
AMER,Wholesale,Brazil,South America,EMP00070,2024-04-25,Wages Cost,"7,416.24",BRL,Project Nimbus
AMER,E-commerce,Canada,North America,EMP00204,2024-04-25,Wages Cost,"4,662.84",CAD,Project Zenith
APAC,Retail,India,South Asia,EMP00214,2024-04-25,Wages Cost,"145,134.32",INR,Project Orion
APAC,Finance,Singapore,Southeast Asia,EMP00149,2024-04-25,Wages Cost,"8,667.79",SGD,Project Falcon
AMER,Retail,Brazil,South America,EMP00153,2024-04-25,Wages Cost,"5,763.05",BRL,Project Zenith
AMER,IT Services,United States,North America,,2024-04-26,Other Costs,"2,543.43",USD,Project Nimbus
AMER,Finance,United States,North America,EMP00306,2024-04-26,Wages Cost,"3,845.67",USD,Project Vega
EMEA,HR,United Kingdom,Northern Europe,,2024-04-26,Other Costs,"6,989.64",GBP,Project Atlas
AMER,Wholesale,Argentina,South America,EMP00188,2024-04-26,Revenue,"4,244,514.36",ARS,Project Orion
AMER,Wholesale,Mexico,North America,EMP00106,2024-04-26,Revenue,"67,009.89",MXN,Project Nova
APAC,Wholesale,China,East Asia,EMP00150,2024-04-26,Wages Cost,"54,255.27",CNY,Project Atlas
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2024-04-26,Revenue,"8,346.86",EUR,Project Orion
AMER,Wholesale,Brazil,South America,EMP00247,2024-04-26,Wages Cost,"6,726.66",BRL,Project Titan
AMER,E-commerce,Mexico,North America,EMP00238,2024-04-26,Revenue,"288,955.25",MXN,Project Nova
AMER,Logistics,United States,North America,,2024-04-26,Other Costs,"6,894.91",USD,Project Nova
AMER,Marketing,United States,North America,EMP00035,2024-04-26,Revenue,"9,599.16",USD,Project Aurora
APAC,Retail,Australia,Oceania,EMP00137,2024-04-26,Wages Cost,"8,151.26",AUD,Project Atlas
EMEA,Wholesale,Spain,Southern Europe,,2024-04-26,Other Costs,741.61,EUR,Project Falcon
EMEA,Marketing,Netherlands,Western Europe,,2024-04-26,Other Costs,"3,132.14",EUR,Project Aurora
EMEA,Marketing,France,Western Europe,,2024-04-26,Other Costs,"2,799.13",EUR,Project Falcon
APAC,Wholesale,China,East Asia,,2024-04-26,Other Costs,"18,782.61",CNY,Project Atlas
EMEA,Marketing,Netherlands,Western Europe,EMP00332,2024-04-26,Wages Cost,"7,171.83",EUR,Project Falcon
AMER,Wholesale,Canada,North America,EMP00291,2024-04-26,Wages Cost,"7,149.42",CAD,Project Horizon
AMER,Logistics,Mexico,North America,EMP00093,2024-04-26,Wages Cost,"31,640.04",MXN,Project Orion
AMER,E-commerce,Mexico,North America,,2024-04-26,Other Costs,"4,016.05",MXN,Project Nova
AMER,Wholesale,Argentina,South America,,2024-04-26,Other Costs,"330,312.27",ARS,Project Orion
EMEA,Retail,Netherlands,Western Europe,,2024-04-26,Other Costs,"1,930.52",EUR,Project Nova
APAC,Retail,Australia,Oceania,EMP00038,2024-04-26,Revenue,"7,431.10",AUD,Project Vega
EMEA,Finance,Germany,Western Europe,EMP00252,2024-04-26,Wages Cost,"1,226.71",EUR,Project Titan
APAC,Finance,Japan,East Asia,EMP00167,2024-04-27,Wages Cost,"469,937.55",JPY,Project Nimbus
APAC,Logistics,China,East Asia,EMP00003,2024-04-27,Revenue,"45,542.71",CNY,Project Zenith
AMER,Marketing,Mexico,North America,EMP00157,2024-04-27,Wages Cost,"24,983.49",MXN,Project Atlas
AMER,IT Services,Argentina,South America,,2024-04-27,Other Costs,"339,819.58",ARS,Project Vega
APAC,Retail,Australia,Oceania,EMP00236,2024-04-27,Revenue,"6,756.57",AUD,Project Zenith
AMER,Retail,Argentina,South America,,2024-04-27,Other Costs,"382,396.29",ARS,Project Falcon
EMEA,Logistics,Portugal,Southern Europe,EMP00338,2024-04-27,Wages Cost,"1,482.82",EUR,Project Nova
AMER,E-commerce,United States,North America,,2024-04-27,Other Costs,"8,749.21",USD,Project Falcon
EMEA,Wholesale,France,Western Europe,EMP00094,2024-04-27,Wages Cost,"5,589.69",EUR,Project Vega
APAC,Retail,Japan,East Asia,,2024-04-27,Other Costs,"217,984.37",JPY,Project Orion
EMEA,Wholesale,Spain,Southern Europe,EMP00104,2024-04-27,Wages Cost,"2,604.83",EUR,Project Falcon
EMEA,Retail,United Kingdom,Northern Europe,EMP00330,2024-04-27,Revenue,"2,626.19",GBP,Project Nimbus
APAC,Logistics,India,South Asia,EMP00322,2024-04-27,Revenue,"463,071.74",INR,Project Vega
EMEA,IT Services,Germany,Western Europe,EMP00064,2024-04-27,Wages Cost,"6,853.90",EUR,Project Nimbus
AMER,Retail,United States,North America,EMP00022,2024-04-27,Wages Cost,"5,849.96",USD,Project Orion
EMEA,Wholesale,Germany,Western Europe,EMP00097,2024-04-27,Revenue,"3,766.17",EUR,Project Atlas
AMER,IT Services,Argentina,South America,,2024-04-27,Other Costs,"339,819.58",ARS,Project Vega
AMER,HR,Canada,North America,EMP00101,2024-04-27,Wages Cost,"12,130.47",CAD,Project Zenith
EMEA,E-commerce,Spain,Southern Europe,EMP00169,2024-04-27,Revenue,"10,427.22",EUR,Project Falcon
EMEA,E-commerce,Netherlands,Western Europe,,2024-04-27,Other Costs,"1,874.00",EUR,Project Orion
APAC,Logistics,China,East Asia,,2024-04-27,Other Costs,"2,645.52",CNY,Project Zenith
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-04-27,Revenue,"4,579.54",EUR,Project Horizon
EMEA,Marketing,Italy,Southern Europe,EMP00300,2024-04-27,Wages Cost,"3,515.96",EUR,Project Nimbus
APAC,Retail,India,South Asia,,2024-04-28,Other Costs,"45,581.03",INR,Project Orion
APAC,E-commerce,Australia,Oceania,EMP00013,2024-04-28,Wages Cost,"4,280.80",AUD,Project Atlas
AMER,Retail,Argentina,South America,EMP00235,2024-04-28,Wages Cost,"1,516,581.39",ARS,Project  Falcon
APAC,Marketing,China,East Asia,EMP00043,2024-04-28,Wages Cost,"8,435.83",CNY,Project Falcon
EMEA,E-commerce,Spain,Southern Europe,,2024-04-28,Other Costs,"1,935.73",EUR,Project Falcon
AMER,Logistics,Canada,North America,EMP00056,2024-04-28,Revenue,"12,753.90",CAD,Project Aurora
EMEA,Logistics,Germany,Western Europe,EMP00109,2024-04-28,Wages Cost,"9,380.92",EUR,Project Nimbus
AMER,IT Services,Argentina,South America,EMP00098,2024-04-28,Revenue,"21,911,796.18",ARS,Project Atlas
AMER,Marketing,Mexico,North America,,2024-04-28,Other Costs,"11,283.77",MXN,Project Atlas
EMEA,IT Services,Netherlands,Western Europe,EMP00080,2024-04-28,Wages Cost,"2,666.00",EUR,Project Nova
APAC,Wholesale,Singapore,Southeast Asia,EMP00189,2024-04-28,Wages Cost,"5,394.23",SGD,Project Nimbus
APAC,HR,Australia,Oceania,,2024-04-28,Other Costs,"4,410.08",AUD,Project Falcon
AMER,Retail,Mexico,North America,,2024-04-28,Other Costs,"8,570.57",MXN,Project Falcon
APAC,Retail,China,East Asia,,2024-04-28,Other Costs,"12,454.94",CNY,Project Orion
AMER,HR,Mexico,North America,EMP00305,2024-04-28,Wages Cost,"23,689.57",MXN,Project Nova
AMER,Retail,United States,North America,,2024-04-28,Other Costs,"1,569.28",USD,Project Vega
EMEA,Retail,Spain,Southern Europe,,2024-04-28,Other Costs,"2,189.02",EUR,Project Nimbus
EMEA,Wholesale,Portugal,Southern Europe,EMP00194,2024-04-28,Wages Cost,"2,507.01",EUR,Project Vega
APAC,Retail,India,South Asia,EMP00105,2024-04-28,Revenue,"581,188.18",INR,Project Aurora
AMER,Retail,Mexico,North America,EMP00324,2024-04-28,Revenue,"84,990.96",MXN,Project Falcon
APAC,HR,Australia,Oceania,EMP00082,2024-05-01,Wages Cost,"6,870.36",AUD,Project Nimbus
EMEA,Wholesale,Germany,Western Europe,EMP00184,2024-05-01,Revenue,"5,297.87",EUR,Project Falcon
AMER,Logistics,Mexico,North America,,2024-05-01,Budget,"38,604.00",MXN,Project Zenith
AMER,Retail,United States,North America,,2024-05-01,Budget,"3,429.82",USD,Project Vega
EMEA,Retail,Netherlands,Western Europe,,2024-05-01,Budget,"11,976.80",EUR,Project Nova
EMEA,Wholesale,Italy,Southern Europe,,2024-05-01,Budget,"2,393.93",EUR,Project Nimbus
EMEA,Finance,United Kingdom,Northern Europe,EMP00072,2024-05-01,Wages Cost,"5,417.28",GBP,Project Titan
APAC,Retail,Singapore,Southeast Asia,,2024-05-01,Budget,"1,066.64",SGD,Project Nimbus
EMEA,Wholesale,Spain,Southern Europe,,2024-05-01,Budget,"2,354.93",EUR,Project Falcon
EMEA,HR,Netherlands,Western Europe,,2024-05-01,Budget,"21,672.59",EUR,Project Aurora
AMER,Logistics,Canada,North America,,2024-05-01,Budget,"7,522.83",CAD,Project Aurora
EMEA,E-commerce,Spain,Southern Europe,,2024-05-01,Budget,"7,245.68",EUR,Project Zenith
AMER,Logistics,United States,North America,,2024-05-01,Other Costs,725.30,USD,Project Aurora
AMER,Finance,Brazil,South America,,2024-05-01,Budget,"31,220.95",BRL,Project Vega
AMER,Finance,Brazil,South America,,2024-05-01,Budget,"29,763.38",BRL,Project Nimbus
APAC,Marketing,China,East Asia,,2024-05-01,Budget,"25,622.18",CNY,Project Nimbus
AMER,Retail,Mexico,North America,,2024-05-01,Budget,"37,015.02",MXN,Project Vega 
APAC,Logistics,Japan,East Asia,,2024-05-01,Budget,"467,293.09",JPY,Project Zenith
AMER,Wholesale,United States,North America,,2024-05-01,Budget,"7,876.69",USD,Project Horizon
EMEA,Finance,Germany,Western Europe,,2024-05-01,Other Costs,"5,200.56",EUR,Project Falcon
EMEA,Finance,Germany,Western Europe,EMP00100,2024-05-01,Wages Cost,"2,100.74",EUR,Project Titan
EMEA,E-commerce,Netherlands,Western Europe,,2024-05-01,Other Costs,904.92,EUR,Project Orion
APAC,Wholesale,Singapore,Southeast Asia,,2024-05-01,Budget,"5,199.66",SGD,Project Nimbus
EMEA,HR,United Kingdom,Northern Europe,,2024-05-01,Budget,"27,705.66",GBP,Project Atlas
APAC,Retail,Singapore,Southeast Asia,,2024-05-01,Budget,"1,066.64",SGD,Project Nimbus
APAC,Wholesale,Japan,East Asia,,2024-05-01,Budget,"45,378.47",JPY,Project Nova
EMEA,E-commerce,United Kingdom,Northern Europe,,2024-05-01,Budget,390.70,GBP,Project Falcon
EMEA,Wholesale,France,Western Europe,,2024-05-01,Budget,"3,259.91",EUR,Project Nimbus
EMEA,IT Services,Germany,Western Europe,EMP00064,2024-05-01,Revenue,"24,361.27",EUR,Project Nimbus
APAC,HR,India,South Asia,,2024-05-01,Budget,"111,459.94",INR,Project Atlas
EMEA,IT Services,Germany,Western Europe,,2024-05-01,Budget,"23,647.32",EUR,Project Nova
AMER,IT Services,Argentina,South America,,2024-05-01,Budget,"1,819,297.30",ARS,Project Vega
APAC,Marketing,Australia,Oceania,,2024-05-01,Budget,"6,116.20",AUD,Project Falcon
AMER,Finance,Brazil,South America,,2024-05-01,Budget,"7,226.96",BRL,Project Falcon
AMER,HR,United States,North America,,2024-05-01,Budget,"21,203.95",USD,Project Falcon
APAC,Marketing,India,South Asia,,2024-05-01,Budget,"120,358.30",INR,Project Horizon
APAC,Logistics,India,South Asia,,2024-05-01,Budget,"229,378.86",INR,Project Vega
AMER,HR,Canada,North America,,2024-05-01,Budget,"9,695.43",CAD,Project Titan
APAC,IT Services,India,South Asia,,2024-05-01,Other Costs,"29,665.50",INR,Project Falcon
AMER,E-commerce,Canada,North America,EMP00204,2024-05-01,Revenue,"20,527.30",CAD,Project  Zenith
AMER,Finance,United States,North America,EMP00306,2024-05-01,Wages Cost,"3,705.02",USD,Project Vega
APAC,Logistics,Australia,Oceania,,2024-05-01,Budget,"6,609.60",AUD,Project Horizon
APAC,Retail,Australia,Oceania,,2024-05-01,Budget,"3,828.69",AUD,Project Titan
EMEA,IT Services,France,Western Europe,,2024-05-01,Budget,"5,648.93",EUR,Project Falcon
AMER,Finance,Brazil,South America,EMP00311,2024-05-02,Wages Cost,"11,426.05",BRL,Project Nimbus
AMER,HR,Brazil,South America,EMP00077,2024-05-02,Wages Cost,"14,361.01",BRL,Project Horizon
EMEA,IT Services,Italy,Southern Europe,EMP00246,2024-05-02,Revenue,"11,776.63",EUR,Project Zenith
AMER,Finance,Brazil,South America,,2024-05-02,Other Costs,"2,543.41",BRL,Project Atlas
AMER,Finance,Canada,North America,,2024-05-02,Budget,"18,210.38",CAD,Project Orion
AMER,Retail,Brazil,South America,,2024-05-02,Budget,"5,870.85",BRL,Project Orion
APAC,Finance,Singapore,Southeast Asia,,2024-05-02,Budget,"4,757.77",SGD,Project Nimbus
APAC,Logistics,Singapore,Southeast Asia,EMP00128,2024-05-02,Revenue,"13,297.99",SGD,Project Vega
APAC,Finance,Singapore,Southeast Asia,,2024-05-02,Budget,"1,015.49",SGD,Project Atlas
AMER,HR,Brazil,South America,,2024-05-02,Budget,"8,733.31",BRL,Project Zenith
APAC,HR,Australia,Oceania,EMP00084,2024-05-02,Wages Cost,"18,781.25",AUD,Project Falcon
APAC,Logistics,China,East Asia,EMP00003,2024-05-02,Wages Cost,"7,218.91",CNY,Project Zenith
AMER,Marketing,Canada,North America,,2024-05-02,Budget,"13,996.82",CAD,Project Orion
EMEA,Retail,Netherlands,Western Europe,EMP00176,2024-05-02,Wages Cost,"10,244.63",EUR,Project Nova
EMEA,E-commerce,Netherlands,Western Europe,EMP00187,2024-05-02,Revenue,"12,008.13",EUR,Project Orion
APAC,Retail,India,South Asia,,2024-05-02,Budget,"169,135.45",INR,Project Orion
AMER,Logistics,United States,North America,EMP00320,2024-05-02,Wages Cost,"2,228.73",USD,Project Aurora
AMER,Logistics,United States,North America,,2024-05-02,Budget,"26,929.47",USD,Project Nova
AMER,Retail,United States,North America,EMP00288,2024-05-02,Wages Cost,"3,415.60",USD,Project Zenith
APAC,HR,India,South Asia,,2024-05-02,Budget,"44,113.31",INR,Project Nova
AMER,Retail,United States,North America,EMP00336,2024-05-02,Revenue,"4,227.23",USD,Project Titan
APAC,Logistics,Australia,Oceania,,2024-05-02,Other Costs,"4,358.44",AUD,Project Aurora
EMEA,E-commerce,Spain,Southern Europe,EMP00058,2024-05-02,Revenue,"6,425.15",EUR,Project Zenith
EMEA,Wholesale,Germany,Western Europe,EMP00097,2024-05-02,Revenue,"4,602.83",EUR,Project Atlas
EMEA,Finance,France,Western Europe,,2024-05-02,Budget,"13,338.17",EUR,Project Nova
AMER,Wholesale,Canada,North America,,2024-05-02,Budget,"6,557.34",CAD,Project Zenith
EMEA,Retail,France,Western Europe,EMP00340,2024-05-02,Revenue,"7,066.38",EUR,Project Nova
EMEA,E-commerce,Spain,Southern Europe,,2024-05-02,Budget,"3,012.30",EUR,Project Vega
EMEA,Marketing,United Kingdom,Northern Europe,EMP00211,2024-05-02,Revenue,"9,662.84",GBP,Project Orion
AMER,Finance,Canada,North America,,2024-05-02,Other Costs,"2,769.95",CAD,Project Orion
EMEA,Finance,Spain,Southern Europe,,2024-05-02,Budget,"4,116.19",EUR,Project Aurora
AMER,E-commerce,Mexico,North America,EMP00045,2024-05-02,Wages Cost,"29,459.61",MXN,Project Atlas
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-05-02,Wages Cost,"13,228.76",EUR,Project Horizon
AMER,Wholesale,Argentina,South America,,2024-05-02,Budget,"461,286.05",ARS,Project Titan
EMEA,Finance,Portugal,Southern Europe,,2024-05-02,Other Costs,938.88,EUR,Project Zenith
EMEA,Finance,Italy,Southern Europe,,2024-05-02,Budget,"3,559.72",EUR,Project Falcon
EMEA,Retail,France,Western Europe,,2024-05-02,Budget,"2,872.47",EUR,Project Horizon
AMER,HR,Mexico,North America,,2024-05-02,Other Costs,"5,268.57",MXN,Project Orion
AMER,E-commerce,United States,North America,,2024-05-02,Other Costs,"1,278.72",USD,Project Vega
EMEA,Finance,Portugal,Southern Europe,,2024-05-02,Budget,"3,005.38",EUR,Project Zenith
APAC,Retail,Australia,Oceania,,2024-05-02,Budget,"4,610.48",AUD,Project Atlas
AMER,Marketing,Argentina,South America,,2024-05-02,Budget,"834,540.83",ARS,Project Horizon
APAC,Logistics,China,East Asia,,2024-05-02,Other Costs,"2,769.37",CNY,Project Horizon
EMEA,HR,France,Western Europe,,2024-05-02,Budget,"2,022.07",EUR,Project Vega
