employee_id,Grade,contract_type,date,project,hour_type,hours
EMP00180,Analyst,Fixed-term,2024-06-01,Project Orion,Non-Billable,97.2
EMP00108,Junior,Permanent,2024-06-01,Project Titan,Non-Billable,97.5
EMP00174,Intern,Permanent,2024-06-01,Project Aurora,Billable,88.2
EMP00137,Analyst,Permanent,2024-06-01,Project Atlas,Billable,42.3
EMP00325,Director,Fixed-term,2024-06-01,Project Falcon,Non-Billable,173.7
EMP00211,Manager,Fixed-term,2024-06-01,Project Orion,Non-Billable,86.1
EMP00335,Senior Analyst,Permanent,2024-06-01,Project Falcon,Billable,97.0
EMP00003,Intern,Freelancer,2024-06-01,PROJECT ZENITH,Non-Billable,43.5
EMP00050,Manager,Freelancer,2024-06-01,Project Vega,Non-Billable,134.9
EMP00284,Analyst,Permanent,2024-06-01,Project Falcon,Billable,135.0
EMP00116,Manager,Fixed-term,2024-06-01,Project Zenith,Annual Leave,13.1
EMP00159,Junior,Permanent,2024-06-01,Project Vega,Billable,51.3
EMP00195,Junior,Permanent,2024-06-01,Project Titan,Annual Leave,33.4
EMP00223,Senior Manager,Permanent,2024-06-01,Project Titan,Non-Billable,33.9
EMP00312,Analyst,Fixed-term,2024-06-01,Project Atlas,Non-Billable,36.3
EMP00106,Intern,Contractor,2024-06-01,Project Nova,Non-Billable,74.3
EMP00164,Junior,Contractor,2024-06-01,Project Nova,Annual Leave,20.8
EMP00288,Junior,Permanent,2024-06-01,Project Zenith,Billable,42.9
EMP00167,Junior,Permanent,2024-06-01,Project Nimbus,Non-Billable,167.0
EMP00176,Senior Manager,Freelancer,2024-06-01,Project Nova,Non-Billable,101.8
EMP00184,Junior,Permanent,2024-06-01,Project Falcon,Annual Leave,11.3
EMP00302,Junior,Fixed-term,2024-06-01,Project Zenith,Annual Leave,31.4
EMP00305,Junior,Permanent,2024-06-01,Project Nova,Non-Billable,170.0
EMP00131,Junior,Contractor,2024-06-01,Project Orion,Non-Billable,87.9
EMP00281,Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,129.4
EMP00303,Senior Manager,Permanent,2024-06-01,Project Horizon,Billable,62.7
EMP00078,Analyst,Contractor,2024-06-01,Project Aurora,Non-Billable,89.5
EMP00055,Senior Manager,Fixed-term,2024-06-01,Project Atlas,Non-Billable,101.9
EMP00142,Analyst,Permanent,2024-06-01,Project Falcon,Billable,87.2
EMP00096,Senior Analyst,Contractor,2024-06-01,Project Zenith,Non-Billable,83.3
EMP00247,Junior,Fixed-term,2024-06-01,Project Titan,Billable,55.7
EMP00045,Analyst,Fixed-term,2024-06-01,Project Atlas,Non-Billable,68.2
EMP00201,Analyst,Permanent,2024-06-01,Project Falcon,Billable,41.3
EMP00250,Senior Manager,Fixed-term,2024-06-01,Project Zenith,Billable,51.5
EMP00213,Senior Analyst,Permanent,2024-06-01,Project Horizon,Billable,56.6
EMP00215,Junior,Contractor,2024-06-01,Project Zenith,Non-Billable,89.7
EMP00164,Junior,Contractor,2024-06-01,Project Nova,Non-Billable,131.4
EMP00317,Manager,Fixed-term,2024-06-01,Project Horizon,Billable,48.0
EMP00063,Junior,Permanent,2024-06-01,Project Falcon,Billable,77.4
EMP00185,Junior,Part-time,2024-06-01,Project Horizon,Non-Billable,53.9
EMP00102,Analyst,Contractor,2024-06-01,Project Vega,Non-Billable,107.4
EMP00169,Analyst,Fixed-term,2024-06-01,Project Falcon,Billable,83.8
EMP00098,Intern,Fixed-term,2024-06-01,Project Atlas,Billable,127.1
EMP00180,Analyst,Fixed-term,2024-06-01,Project Orion,Billable,83.1
EMP00117,Intern,Fixed-term,2024-06-01,Project Horizon,Non-Billable,97.7
EMP00022,Analyst,Permanent,2024-06-01,Project Orion,Annual Leave,33.1
EMP00049,Senior Manager,Fixed-term,2024-06-01,Project Vega,Billable,122.5
EMP00225,Senior Analyst,Permanent,2024-06-01,Project Vega,Annual Leave,12.2
EMP00310,Senior Analyst,Fixed-term,2024-06-01,Project Atlas,Non-Billable,171.8
EMP00254,Manager,Freelancer,2024-06-01,Project Orion,Non-Billable,96.7
EMP00020,Senior Manager,Permanent,2024-06-01,Project Horizon,Non-Billable,73.7
EMP00037,Analyst,Fixed-term,2024-06-01,Project Orion,Billable,37.0
EMP00214,Senior Analyst,Freelancer,2024-06-01,Project Orion,Non-Billable,95.1
EMP00065,Director,Fixed-term,2024-06-01,Project Aurora,Non-Billable,172.6
EMP00218,Analyst,Fixed-term,2024-06-01,Project Nimbus,Non-Billable,85.2
EMP00285,Analyst,Fixed-term,2024-06-01,Project Aurora,Non-Billable,165.4
EMP00074,Junior,Permanent,2024-06-01,Project Horizon,Non-Billable,97.7
EMP00038,Analyst,Permanent,2024-06-01,Project Vega,Non-Billable,109.4
EMP00136,Senior Analyst,Fixed-term,2024-06-01,Project Orion,Non-Billable,159.3
EMP00132,Junior,Fixed-term,2024-06-01,Project Nimbus,Non-Billable,186.1
EMP00101,Manager,Permanent,2024-06-01,Project Zenith,Non-Billable,146.4
EMP00307,Analyst,Part-time,2024-06-01,Project Horizon,Non-Billable,62.1
EMP00308,Senior Analyst,Part-time,2024-06-01,Project Orion,Billable,24.1
EMP00128,Manager,Fixed-term,2024-06-01,Project Vega,Billable,62.6
EMP00109,Manager,Permanent,2024-06-01,Project Nimbus,Annual Leave,28.1
EMP00074,Junior,Permanent,2024-06-01,Project Horizon,Billable,75.4
EMP00244,Senior Analyst,Permanent,2024-06-01,Project Nimbus,Non-Billable,55.4
EMP00028,Analyst,Permanent,2024-06-01,Project Vega,Non-Billable,158.3
EMP00059,Manager,Fixed-term,2024-06-01,Project Titan,Billable,46.9
EMP00072,Senior Analyst,Permanent,2024-06-01,Project Titan,Non-Billable,176.2
EMP00340,Analyst,Fixed-term,2024-06-01,Project Nova,Billable,44.5
EMP00236,Analyst,Freelancer,2024-06-01,Project Zenith,Non-Billable,94.6
EMP00021,Senior Analyst,Fixed-term,2024-06-01,Project Horizon,Billable,116.7
EMP00306,Junior,Permanent,2024-06-01,Project Vega,Annual Leave,37.4
EMP00126,Senior Manager,Part-time,2024-06-01,Project Vega,Billable,46.7
EMP00106,Intern,Contractor,2024-06-01,Project Nova,Annual Leave,29.2
EMP00312,Analyst,Fixed-term,2024-06-01,Project Atlas,Billable,126.9
EMP00033,Director,Fixed-term,2024-06-01,Project Horizon,Billable,63.9
EMP00338,Intern,Contractor,2024-06-01,Project Nova,Non-Billable,90.9
EMP00300,Analyst,Fixed-term,2024-06-01,Project Nimbus,Non-Billable,98.6
EMP00236,Analyst,Freelancer,2024-06-01,Project Zenith,Billable,39.8
EMP00239,Analyst,Freelancer,2024-06-01,Project Vega,Billable,82.3
EMP00210,Director,Fixed-term,2024-06-01,Project Nova,Billable,93.6
EMP00036,Senior Manager,Permanent,2024-06-01,Project Nimbus,Billable,83.2
EMP00023,Junior,Permanent,2024-06-01,Project Aurora,Non-Billable,94.7
EMP00210,Director,Fixed-term,2024-06-01,Project Nova,Non-Billable,50.4
EMP00067,Manager,Part-time,2024-06-01,Project Vega,Non-Billable,95.3
EMP00163,Senior Analyst,Part-time,2024-06-01,Project Aurora,Non-Billable,72.4
EMP00308,Senior Analyst,Part-time,2024-06-01,Project Orion,Non-Billable,70.1
EMP00194,Analyst,Freelancer,2024-06-01,Project Vega,Billable,45.0
EMP00211,Manager,Fixed-term,2024-06-01,Project Orion,Billable,74.7
EMP00037,Analyst,Fixed-term,2024-06-01,Project Orion,Annual Leave,38.0
EMP00273,Junior,Fixed-term,2024-06-01,Project Falcon,Annual Leave,38.8
EMP00138,Senior Analyst,Part-time,2024-06-01,Project Vega,Billable,46.0
EMP00075,Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,170.0
EMP00005,Intern,Permanent,2024-06-01,Project Zenith,Non-Billable,121.5
EMP00324,Junior,Permanent,2024-06-01,Project Falcon,Non-Billable,105.9
EMP00187,Analyst,Permanent,2024-06-01,Project Orion,Non-Billable,78.1
EMP00293,Manager,Fixed-term,2024-06-01,Project Aurora,Non-Billable,90.4
EMP00225,Senior Analyst,Permanent,2024-06-01,Project Vega,Non-Billable,88.6
EMP00213,Senior Analyst,Permanent,2024-06-01,Project Horizon,Annual Leave,20.7
EMP00094,Senior Analyst,Contractor,2024-06-01,Project Vega,Billable,55.0
EMP00273,Junior,Fixed-term,2024-06-01,Project Falcon,Non-Billable,24.2
EMP00128,Manager,Fixed-term,2024-06-01,Project Vega,Non-Billable,85.4
EMP00169,Analyst,Fixed-term,2024-06-01,Project Falcon,Non-Billable,77.4
EMP00265,Intern,Permanent,2024-06-01,Project Zenith,Non-Billable,104.7
EMP00124,Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,83.6
EMP00173,Manager,Freelancer,2024-06-01,Project Aurora,Non-Billable,128.9
EMP00130,Junior,Permanent,2024-06-01,Project Nova,Billable,44.8
EMP00322,Senior Analyst,Part-time,2024-06-01,Project Vega,Billable,37.8
EMP00035,Manager,Permanent,2024-06-01,Project Aurora,Billable,58.8
EMP00078,Analyst,Contractor,2024-06-01,Project Aurora,Billable,65.2
EMP00109,Manager,Permanent,2024-06-01,Project Nimbus,Non-Billable,79.5
EMP00096,Senior Analyst,Contractor,2024-06-01,Project Zenith,Billable,72.4
EMP00326,Manager,Permanent,2024-06-01,Project Falcon,Billable,71.8
EMP00262,Analyst,Permanent,2024-06-01,Project Vega,Non-Billable,147.2
EMP00017,Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,138.1
EMP00200,Senior Manager,Fixed-term,2024-06-01,Project Vega,Annual Leave,8.8
EMP00137,Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,102.0
EMP00058,Manager,Freelancer,2024-06-01,Project Zenith,Billable,65.2
EMP00097,Analyst,Freelancer,2024-06-01,Project Atlas,Billable,36.2
EMP00213,Senior Analyst,Permanent,2024-06-01,Project Horizon,Non-Billable,91.6
EMP00126,Senior Manager,Part-time,2024-06-01,Project Vega,Non-Billable,46.7
EMP00011,Executive,Permanent,2024-06-01,Project Falcon,Billable,67.6
EMP00200,Senior Manager,Fixed-term,2024-06-01,Project Vega,Non-Billable,103.6
EMP00287,Senior Analyst,Contractor,2024-06-01,Project Aurora,Billable,68.0
EMP00298,Junior,Freelancer,2024-06-01,Project Atlas,Billable,58.6
EMP00061,Analyst,Permanent,2024-06-01,Project Horizon,Billable,96.6
EMP00303,Senior Manager,Permanent,2024-06-01,Project Horizon,Non-Billable,97.1
EMP00291,Analyst,Fixed-term,2024-06-01,Project  Horizon,Non-Billable,113.4
EMP00284,Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,35.0
EMP00202,Junior,Permanent,2024-06-01,Project Atlas,Billable,59.9
EMP00032,Manager,Contractor,2024-06-01,Project Atlas,Non-Billable,148.0
EMP00143,Analyst,Permanent,2024-06-01,Project Orion,Non-Billable,131.7
EMP00335,Senior Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,77.6
EMP00098,Intern,Fixed-term,2024-06-01,Project Atlas,Non-Billable,47.9
EMP00317,Manager,Fixed-term,2024-06-01,Project Horizon,Non-Billable,124.4
EMP00006,Analyst,Contractor,2024-06-01,Project Zenith,Non-Billable,103.9
EMP00263,Analyst,Part-time,2024-06-01,Project Zenith,Non-Billable,60.3
EMP00031,Manager,Contractor,2024-06-01,Project Nimbus,Billable,73.6
EMP00288,Junior,Permanent,2024-06-01,Project Zenith,Non-Billable,118.8
EMP00171,Analyst,Permanent,2024-06-01,Project Zenith,Annual Leave,20.6
EMP00186,Junior,Part-time,2024-06-01,Project Orion,Non-Billable,60.0
EMP00245,Senior Analyst,Fixed-term,2024-06-01,Project Falcon,Billable,99.4
EMP00186,Junior,Part-time,2024-06-01,Project Orion,Annual Leave,30.4
EMP00022,Analyst,Permanent,2024-06-01,Project Orion,Non-Billable,98.9
EMP00146,Analyst,Permanent,2024-06-01,Project Aurora,Non-Billable,36.5
EMP00134,Analyst,Permanent,2024-06-01,Project Orion,Non-Billable,165.2
EMP00318,Junior,Contractor,2024-06-01,Project Nimbus,Non-Billable,145.3
EMP00142,Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,79.9
EMP00281,Analyst,Permanent,2024-06-01,Project Falcon,Billable,49.5
EMP00195,Junior,Permanent,2024-06-01,Project Titan,Non-Billable,94.3
EMP00235,Analyst,Fixed-term,2024-06-01,Project Falcon,Billable,52.3
EMP00171,Analyst,Permanent,2024-06-01,Project Zenith,Non-Billable,100.9
EMP00105,Junior,Permanent,2024-06-01,Project Aurora,Non-Billable,116.8
EMP00157,Junior,Permanent,2024-06-01,Project Atlas,Billable,71.2
EMP00218,Analyst,Fixed-term,2024-06-01,Project Nimbus,Annual Leave,30.0
EMP00056,Analyst,Permanent,2024-06-01,Project Aurora,Non-Billable,110.4
EMP00027,Senior Analyst,Permanent,2024-06-01,Project Titan,Non-Billable,77.6
EMP00332,Senior Analyst,Permanent,2024-06-01,Project Falcon,Billable,88.1
EMP00257,Manager,Fixed-term,2024-06-01,Project Vega,Billable,69.6
EMP00247,Junior,Fixed-term,2024-06-01,Project Titan,Non-Billable,117.1
EMP00238,Intern,Permanent,2024-06-01,Project Nova,Non-Billable,100.6
EMP00223,Senior Manager,Permanent,2024-06-01,Project Titan,Billable,104.7
EMP00104,Junior,Permanent,2024-06-01,Project Falcon,Non-Billable,84.1
EMP00059,Manager,Fixed-term,2024-06-01,Project Titan,Non-Billable,130.8
EMP00184,Junior,Permanent,2024-06-01,Project Falcon,Billable,60.9
EMP00038,Analyst,Permanent,2024-06-01,Project Vega,Billable,55.0
EMP00043,Intern,Contractor,2024-06-01,Project Falcon,Non-Billable,79.6
EMP00225,Senior Analyst,Permanent,2024-06-01,Project Vega,Billable,72.9
EMP00099,Analyst,Permanent,2024-06-01,Project Titan,Billable,44.4
EMP00226,Senior Analyst,Part-time,2024-06-01,Project Vega,Billable,33.5
EMP00188,Analyst,Fixed-term,2024-06-01,Project Orion,Non-Billable,99.7
EMP00027,Senior Analyst,Permanent,2024-06-01,Project Titan,Billable,59.6
EMP00226,Senior Analyst,Part-time,2024-06-01,Project Vega,Non-Billable,67.6
EMP00011,Executive,Permanent,2024-06-01,Project Falcon,Annual Leave,16.7
EMP00116,Manager,Fixed-term,2024-06-01,Project Zenith,Non-Billable,69.0
EMP00321,Manager,Part-time,2024-06-01,Project Zenith,Non-Billable,65.3
EMP00235,Analyst,Fixed-term,2024-06-01,Project Falcon,Non-Billable,122.2
EMP00320,Junior,Part-time,2024-06-01,Project Aurora,Annual Leave,21.4
EMP00093,Analyst,Fixed-term,2024-06-01,Project Orion,Non-Billable,101.1
EMP00056,Analyst,Permanent,2024-06-01,Project Aurora,Billable,63.5
EMP00024,Intern,Freelancer,2024-06-01,Project Zenith,Billable,108.1
EMP00265,Intern,Permanent,2024-06-01,Project Zenith,Billable,47.8
EMP00286,Analyst,Fixed-term,2024-06-01,Project Nimbus,Non-Billable,94.8
EMP00268,Senior Analyst,Permanent,2024-06-01,Project Horizon,Billable,30.3
EMP00261,Analyst,Part-time,2024-06-01,Project Titan,Non-Billable,69.2
EMP00139,Intern,Permanent,2024-06-01,Project Titan,Annual Leave,38.1
EMP00070,Junior,Permanent,2024-06-01,Project Nimbus,Billable,66.6
EMP00031,Manager,Contractor,2024-06-01,Project Nimbus,Non-Billable,78.8
EMP00298,Junior,Freelancer,2024-06-01,Project Atlas,Non-Billable,88.5
EMP00218,Analyst,Fixed-term,2024-06-01,Project Nimbus,Billable,51.4
EMP00104,Junior,Permanent,2024-06-01,Project Falcon,Billable,50.3
EMP00208,Analyst,Permanent,2024-06-01,Project Nimbus,Non-Billable,116.6
EMP00077,Senior Analyst,Fixed-term,2024-06-01,Project Horizon,Non-Billable,176.5
EMP00311,Analyst,Permanent,2024-06-01,Project Nimbus,Non-Billable,141.8
EMP00027,Senior Analyst,Permanent,2024-06-01,Project Titan,Annual Leave,28.2
EMP00171,Analyst,Permanent,2024-06-01,Project Zenith,Billable,45.1
EMP00246,Manager,Part-time,2024-06-01,Project Zenith,Billable,72.0
EMP00301,Analyst,Freelancer,2024-06-01,Project Vega,Non-Billable,68.5
EMP00091,Senior Analyst,Permanent,2024-06-01,Project Nova,Billable,51.9
EMP00212,Junior,Fixed-term,2024-06-01,Project Vega,Non-Billable,99.1
EMP00331,Senior Analyst,Permanent,2024-06-01,Project Aurora,Billable,50.5
EMP00326,Manager,Permanent,2024-06-01,Project Falcon,Non-Billable,89.5
EMP00064,Senior Analyst,Permanent,2024-06-01,Project Nimbus,Non-Billable,39.8
EMP00214,Senior Analyst,Freelancer,2024-06-01,Project Orion,Billable,37.4
EMP00201,Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,96.4
EMP00212,Junior,Fixed-term,2024-06-01,Project Vega,Billable,66.1
EMP00300,Analyst,Fixed-term,2024-06-01,Project Nimbus,Billable,74.9
EMP00307,Analyst,Part-time,2024-06-01,Project Horizon,Billable,28.2
EMP00113,Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,139.0
EMP00105,Junior,Permanent,2024-06-01,Project Aurora,Billable,50.8
EMP00200,Senior Manager,Fixed-term,2024-06-01,Project Vega,Billable,53.9
EMP00155,Junior,Permanent,2024-06-01,Project Vega,Billable,82.7
EMP00339,Manager,Contractor,2024-06-01,Project Nova,Non-Billable,170.5
EMP00057,Intern,Part-time,2024-06-01,Project Nova,Non-Billable,93.0
EMP00099,Analyst,Permanent,2024-06-01,Project Titan,Non-Billable,122.0
EMP00116,Manager,Fixed-term,2024-06-01,Project Zenith,Billable,75.5
EMP00070,Junior,Permanent,2024-06-01,Project Nimbus,Non-Billable,107.9
EMP00034,Senior Manager,Permanent,2024-06-01,Project Atlas,Non-Billable,154.1
EMP00029,Manager,Permanent,2024-06-01,Project Nimbus,Billable,41.3
EMP00125,Senior Analyst,Fixed-term,2024-06-01,Project Titan,Non-Billable,126.5
EMP00231,Intern,Fixed-term,2024-06-01,Project Atlas,Billable,51.0
EMP00011,Executive,Permanent,2024-06-01,Project Falcon,Non-Billable,79.2
EMP00125,Senior Analyst,Fixed-term,2024-06-01,Project Titan,Billable,47.8
EMP00266,Manager,Fixed-term,2024-06-01,Project Orion,Non-Billable,89.8
EMP00148,Junior,Permanent,2024-06-01,Project Nova,Non-Billable,97.5
EMP00145,Junior,Permanent,2024-06-01,Project Atlas,Non-Billable,169.8
EMP00301,Analyst,Freelancer,2024-06-01,Project Vega,Billable,54.0
EMP00280,Manager,Permanent,2024-06-01,Project Orion,Non-Billable,161.5
EMP00134,Analyst,Permanent,2024-06-01,Project Orion,Non-Billable,165.2
EMP00250,Senior Manager,Fixed-term,2024-06-01,Project Zenith,Annual Leave,18.6
EMP00330,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Annual Leave,35.5
EMP00196,Analyst,Part-time,2024-06-01,Project Orion,Billable,39.6
EMP00263,Analyst,Part-time,2024-06-01,Project Zenith,Billable,34.1
EMP00324,Junior,Permanent,2024-06-01,Project Falcon,Annual Leave,18.5
EMP00035,Manager,Permanent,2024-06-01,Project Aurora,Annual Leave,32.8
EMP00271,Senior Analyst,Permanent,2024-06-01,Project Aurora,Non-Billable,167.8
EMP00033,Director,Fixed-term,2024-06-01,Project Horizon,Non-Billable,112.9
EMP00036,Senior Manager,Permanent,2024-06-01,Project Nimbus,Non-Billable,80.5
EMP00337,Senior Manager,Permanent,2024-06-01,Project Falcon,Non-Billable,165.2
EMP00153,Analyst,Part-time,2024-06-01,Project Zenith,Non-Billable,61.5
EMP00045,Analyst,Fixed-term,2024-06-01,Project Atlas,Annual Leave,27.6
EMP00338,Intern,Contractor,2024-06-01,Project Nova,Billable,72.2
EMP00061,Analyst,Permanent,2024-06-01,Project Horizon,Non-Billable,60.8
EMP00256,Manager,Part-time,2024-06-01,Project Atlas,Non-Billable,97.8
EMP00155,Junior,Permanent,2024-06-01,Project Vega,Non-Billable,88.5
EMP00097,Analyst,Freelancer,2024-06-01,Project Atlas,Non-Billable,87.4
EMP00320,Junior,Part-time,2024-06-01,Project Aurora,Non-Billable,41.0
EMP00299,Senior Analyst,Fixed-term,2024-06-01,Project Nova,Billable,53.8
EMP00205,Manager,Permanent,2024-06-01,Project Atlas,Non-Billable,168.0
EMP00330,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Billable,17.6
EMP00320,Junior,Part-time,2024-06-01,Project Aurora,Billable,26.9
EMP00239,Analyst,Freelancer,2024-06-01,Project Vega,Non-Billable,38.6
EMP00086,Senior Analyst,Part-time,2024-06-01,Project Falcon,Non-Billable,74.5
EMP00257,Manager,Fixed-term,2024-06-01,Project Vega,Non-Billable,89.2
EMP00184,Junior,Permanent,2024-06-01,Project Falcon,Non-Billable,102.3
EMP00242,Intern,Permanent,2024-06-01,Project Nova,Non-Billable,107.5
EMP00302,Junior,Fixed-term,2024-06-01,Project Zenith,Non-Billable,124.6
EMP00091,Senior Analyst,Permanent,2024-06-01,Project Nova,Non-Billable,107.7
EMP00297,Junior,Permanent,2024-06-01,Project Vega,Billable,56.0
EMP00159,Junior,Permanent,2024-06-01,Project Vega,Non-Billable,129.0
EMP00106,Intern,Contractor,2024-06-01,Project Nova,Billable,46.2
EMP00020,Senior Manager,Permanent,2024-06-01,Project Horizon,Billable,91.1
EMP00244,Senior Analyst,Permanent,2024-06-01,Project Nimbus,Billable,118.0
EMP00324,Junior,Permanent,2024-06-01,Project Falcon,Billable,50.5
EMP00103,Director,Fixed-term,2024-06-01,Project Nova,Non-Billable,37.0
EMP00190,Junior,Freelancer,2024-06-01,Project Horizon,Non-Billable,67.1
EMP00153,Analyst,Part-time,2024-06-01,Project Zenith,Billable,30.9
EMP00013,Analyst,Part-time,2024-06-01,Project Atlas,Non-Billable,38.7
EMP00208,Analyst,Permanent,2024-06-01,Project Nimbus,Billable,61.6
EMP00082,Analyst,Permanent,2024-06-01,Project Nimbus,Annual Leave,38.1
EMP00163,Senior Analyst,Part-time,2024-06-01,Project Aurora,Annual Leave,14.6
EMP00251,Director,Fixed-term,2024-06-01,Project Falcon,Non-Billable,64.5
EMP00268,Senior Analyst,Permanent,2024-06-01,Project Horizon,Annual Leave,37.7
EMP00024,Intern,Freelancer,2024-06-01,Project Zenith,Non-Billable,29.9
EMP00275,Junior,Part-time,2024-06-01,Project Atlas,Non-Billable,71.2
EMP00231,Intern,Fixed-term,2024-06-01,,Non-Billable,125.8
EMP00030,Manager,Permanent,2024-06-01,Project Aurora,Billable,68.2
EMP00204,Junior,Permanent,2024-06-01,Project Zenith,Billable,89.5
EMP00006,Analyst,Contractor,2024-06-01,Project Zenith,Billable,51.7
EMP00174,Intern,Permanent,2024-06-01,Project Aurora,Non-Billable,86.4
EMP00336,Manager,Freelancer,2024-06-01,Project Titan,Billable,38.4
EMP00176,Senior Manager,Freelancer,2024-06-01,Project Nova,Billable,36.2
EMP00252,Intern,Part-time,2024-06-01,Project Titan,Non-Billable,87.4
EMP00293,Manager,Fixed-term,2024-06-01,Project Aurora,Billable,79.2
EMP00245,Senior Analyst,Fixed-term,2024-06-01,Project Falcon,Non-Billable,38.5
EMP00189,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Billable,41.2
EMP00198,Senior Manager,Freelancer,2024-06-01,Project Atlas,Non-Billable,135.7
EMP00110,Junior,Part-time,2024-06-01,Project Horizon,Billable,37.1
EMP00034,Senior Manager,Permanent,2024-06-01,Project Atlas,Annual Leave,9.1
EMP00140,Intern,Permanent,2024-06-01,Project Aurora,Non-Billable,81.1
EMP00196,Analyst,Part-time,2024-06-01,Project Orion,Non-Billable,54.0
EMP00082,Analyst,Permanent,2024-06-01,Project Nimbus,Non-Billable,123.0
EMP00250,Senior Manager,Fixed-term,2024-06-01,Project Zenith,Non-Billable,101.9
EMP00210,Director,Fixed-term,2024-06-01,Project Nova,Annual Leave,31.6
EMP00093,Analyst,Fixed-term,2024-06-01,Project Orion,Billable,69.7
EMP00025,Senior Analyst,Contractor,2024-06-01,Project Titan,Billable,78.6
EMP00310,Senior Analyst,Fixed-term,2024-06-01,Project Atlas,Non-Billable,171.8
EMP00185,Junior,Part-time,2024-06-01,Project Horizon,Billable,46.8
EMP00306,Junior,Permanent,2024-06-01,Project Vega,Non-Billable,122.3
EMP00090,Director,Permanent,2024-06-01,Project Nova,Non-Billable,97.5
EMP00314,Senior Analyst,Permanent,2024-06-01,Project Atlas,Non-Billable,124.5
EMP00297,Junior,Permanent,2024-06-01,Project Vega,Non-Billable,113.2
EMP00124,Analyst,Permanent,2024-06-01,Project Atlas,Billable,84.0
EMP00294,Senior Manager,Permanent,2024-06-01,Project Nova,Non-Billable,35.5
EMP00087,Analyst,Contractor,2024-06-01,Project Atlas,Billable,85.7
EMP00063,Junior,Permanent,2024-06-01,Project Falcon,Non-Billable,99.6
EMP00273,Junior,Fixed-term,2024-06-01,Project Falcon,Billable,114.4
EMP00005,Intern,Permanent,2024-06-01,Project Zenith,Billable,47.6
EMP00191,Intern,Freelancer,2024-06-01,Project Orion,Billable,53.5
EMP00041,Intern,Permanent,2024-06-01,Project Vega,Non-Billable,168.2
EMP00150,Senior Manager,Fixed-term,2024-06-01,Project Atlas,Non-Billable,111.4
EMP00254,Manager,Freelancer,2024-06-01,Project Orion,Billable,41.3
EMP00064,Senior Analyst,Permanent,2024-06-01,Project Nimbus,Billable,121.9
EMP00121,Senior Analyst,Contractor,2024-06-01,Project Nimbus,Non-Billable,144.7
EMP00223,Senior Manager,Permanent,2024-06-01,Project Titan,Annual Leave,30.8
EMP00294,Senior Manager,Permanent,2024-06-01,Project Nova,Billable,140.5
EMP00109,Manager,Permanent,2024-06-01,Project Nimbus,Billable,51.3
EMP00150,Senior Manager,Fixed-term,2024-06-01,Project Atlas,Billable,39.3
EMP00030,Manager,Permanent,2024-06-01,Project Aurora,Non-Billable,97.7
EMP00151,Analyst,Fixed-term,2024-06-01,Project Vega,Billable,95.0
EMP00189,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Non-Billable,48.3
EMP00330,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Non-Billable,41.6
EMP00191,Intern,Freelancer,2024-06-01,Project Orion,Non-Billable,70.9
EMP00113,Analyst,Permanent,2024-06-01,Project Atlas,Annual Leave,36.4
EMP00025,Senior Analyst,Contractor,2024-06-01,Project Titan,Non-Billable,65.0
EMP00151,Analyst,Fixed-term,2024-06-01,Project Vega,Non-Billable,75.2
EMP00086,Senior Analyst,Part-time,2024-06-01,Project Falcon,Billable,28.0
EMP00340,Analyst,Fixed-term,2024-06-01,Project Nova,Non-Billable,124.8
EMP00245,Senior Analyst,Fixed-term,2024-06-01,Project Falcon,Annual Leave,28.8
EMP00332,Senior Analyst,Permanent,2024-06-01,Project Falcon,Non-Billable,91.8
EMP00138,Senior Analyst,Part-time,2024-06-01,Project Vega,Non-Billable,50.2
EMP00206,Senior Analyst,Part-time,2024-06-01,Project Nimbus,Billable,31.9
EMP00179,Analyst,Part-time,2024-06-01,Project Nimbus,Non-Billable,51.5
EMP00242,Intern,Permanent,2024-06-01,Project Nova,Billable,64.5
EMP00264,Junior,Part-time,2024-06-01,Project Orion,Non-Billable,50.5
EMP00102,Analyst,Contractor,2024-06-01,Project Vega,Billable,36.5
EMP00035,Manager,Permanent,2024-06-01,Project Aurora,Non-Billable,79.7
EMP00291,Analyst,Fixed-term,2024-06-01,Project Horizon,Billable,51.7
EMP00080,Analyst,Part-time,2024-06-01,Project Nova,Billable,59.7
EMP00080,Analyst,Part-time,2024-06-01,Project Nova,Non-Billable,35.8
EMP00037,Analyst,Fixed-term,2024-06-01, Project Orion,Non-Billable,83.7
EMP00190,Junior,Freelancer,2024-06-01,Project Horizon,Billable,69.9
EMP00157,Junior,Permanent,2024-06-01,Project Atlas,Non-Billable,86.4
